Tipo, Título, Data, Relator, Sumário, Processo, Tipo de Processo, Interessado / Responsável / Recorrente, Entidade, Representante do Ministério Público, Unidade Técnica, Representante Legal, Assunto, Endereço do Arquivo
"ACÓRDÃO", "ACÓRDÃO 437/2020 ATA 6/2020 - PLENÁRIO", "04/03/2020", "RAIMUNDO CARREIRO", "REPRESENTAÇÃO. POSSÍVEIS IRREGULARIDADES EM PREGÃO ELETRÔNICO. CONHECIMENTO. IMPROCEDÊNCIA. MEDIDA CAUTELAR PREJUDICADA. INDEFERIMENTO DO PEDIDO DA REPRESENTANTE PARA SER CONSIDERADA COMO PARTE INTERESSADA. COMUNICAÇÕES. ARQUIVAMENTO.", "000.597/2020-1", "REPRESENTAÇÃO (REPR)", "3. Representante: Visão Administração e Construção Ltda. (CNPJ 01.708.458/0001-62)", " Serviço Federal de Processamento de Dados (Serpro)", " não atuou", " Secretaria de Controle Externo de Aquisições Logísticas (Selog)", " Dalmo Rogério Souza de Albuquerque (OAB/DF 10010) e outros", "Representação acerca de possíveis irregularidades ocorridas em pregão eletrônico que teve por objeto a contratação de empresa especializada para prestação de serviços continuados de limpeza, conservação e manutenção.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=696584"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 41/2020 ATA 1/2020 - PLENÁRIO", "22/01/2020", "ANA ARRAES", "", "039.875/2019-9", "REPRESENTAÇÃO (REPR)", " Manurb - Prestadora de Serviços Eireli (CNPJ 32.601.098/0001-29).", " Academia Militar das Agulhas Negras.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas - Selog.", " Sabrina Junqueira Villa-Forte (OAB/RJ 188.164) e outros, representando Manurb - Prestadora de Serviços Eireli. ", "", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=18795983"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 39/2020 ATA 1/2020 - PLENÁRIO", "22/01/2020", "ANA ARRAES", "", "038.454/2019-0", "REPRESENTAÇÃO (REPR)", " Ativa Brigadista Ltda. - ME (CNPJ 10.869.440/0001-33)", " Fundação Nacional de Artes.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas - Selog.", " Glerysson Moura das Chagas (OAB/DF 39.169) e outros, representando Ativa Brigadista Ltda. ", "", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=18795993"
"ACÓRDÃO", "ACÓRDÃO 2963/2019 ATA 47/2019 - PLENÁRIO", "04/12/2019", "WEDER DE OLIVEIRA", "REPRESENTAÇÃO ACERCA DE SUPOSTA IRREGULARIDADE EM PREGÃO ELETRÔNICO PARA CONTRATAÇÃO DE SERVIÇOS continuados de limpeza, conservação e higienização. VALORES SUPERIORES AOS PREVISTOS NA CONVENÇÃO COLETIVA DE TRABALHO. AUSENCIA DE JUSTIFICATIVA. QUANTITATIVO DE EMPREGADOS SUPERDIMENSIONADO. DETERMINAÇÃO PARA NÃO PRORROGAÇÃO DO CONTRATO RESULTANTE DO CERTAME EXAMINADO. ARQUIVAMENTO", "018.412/2019-0", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis:<br>3.1. Interessado: Senado Federal.", " Senado Federal.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " Antônio Carlos Costa Santos (OAB/DF 8.379), Iago Ruas (OAB/DF 58.162) e Edvaldo Fernandes da Silva (OAB/DF 19.233).", "Representação sobre supostas irregularidades em edital de pregão eletrônico cujo objeto foi a prestação de serviços continuados de limpeza, conservação e higienização, com o fornecimento de mão de obra, todo o material de consumo, insumos e equipamentos necessários.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=691364"
"ACÓRDÃO", "ACÓRDÃO 14539/2019 ATA 44/2019 - PRIMEIRA CÂMARA", "03/12/2019", "BENJAMIN ZYMLER", "REPRESENTAÇÃO DE UNIDADE TÉCNICA. PREGÃO ELETRÔNICO. PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL. PRORROGAÇÃO EXCEPCIONAL DO CONTRATO ANTERIOR. FIXAÇÃO DE QUANTITATIVO MÍNIMO PARA CADA CATEGORIA PROFISSIONAL. VALOR ESTIMADO DA CONTRATAÇÃO PRATICAMENTE O DOBRO DO CONTRATO ANTERIOR. EXIGÊNCIA DE DISPONIBILIZAÇÃO DE GRANDE NÚMERO DE PROFISSIONAIS EM CARÁTER PERMANENTE NO ÓRGÃO, ANTE A APARÊNCIA DE EXISTÊNCIA DE SERVIÇOS EVENTUAIS. FIXAÇÃO DE ADICONAL DE INSALUBRIDADE PARA CATEGORIAS PROFISSIONAIS SEM A REALIZAÇÃO DE PERÍCIA PARA CONSTATAÇÃO DOS PRESSUPOSTOS AUTORIZADORES DA INSTITUIÇÃO DA PECÚNIA. PROCEDÊNCIA PARCIAL. DETERMINAÇÃO PARA RESTRINGIR AS HIPÓTESES DE PRORROGAÇÃO CONTRATUAL. RECOMENDAÇÕES. CIÊNCIA", "016.650/2019-0", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis: não há.", " Câmara dos Deputados.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " não há", "Representação noticiando irregularidades no pregão eletrônico 66/2019, realizado pela Câmara dos Deputados, para contratar a prestação de serviços de manutenção predial.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=689373"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 2823/2019 ATA 46/2019 - PLENÁRIO", "27/11/2019", "AUGUSTO NARDES", "", "031.453/2019-8", "REPRESENTAÇÃO (REPR)", "", " Empresa Brasileira de Administração de Petróleo e Gás Natural S.a. Pré-sal Petróleo S.a - PPSA", " não atuou", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " Fabio Garcia Palmer e outros, representando Seres Serviços de Recrutamento e Seleção de Pessoal Ltda.. ", "", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=18468150"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 2488/2019 ATA 40/2019 - PLENÁRIO", "16/10/2019", "ANA ARRAES", "", "033.590/2019-2", "REPRESENTAÇÃO (REPR)", " Tel Centro de Contatos Ltda. (CNPJ 73.663.114/0001-95)", " Ministério da Mulher, da Família e dos Direitos Humanos.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " André Puppin Macedo (OAB/DF 12.004) e outros, representando Tel Centro de Contatos Ltda.", "", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=18123458"
"ACÓRDÃO", "ACÓRDÃO 1854/2019 ATA 29/2019 - PLENÁRIO", "07/08/2019", "BRUNO DANTAS", "AUDITORIA OPERACIONAL. AVALIAÇÃO DA ECONOMICIDADE, DA EFICIÊNCIA, DA EFICÁCIA E DA LEGALIDADE DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO (TI) PRESTADOS PELA DATAPREV E PELO SERPRO. AUSÊNCIA DE TRANSPARÊNCIA NA COMPOSIÇÃO DE PREÇOS. DETERMINAÇÕES. RECOMENDAÇÕES. PLANO DE AÇÃO. PEDIDO DE REEXAME. ARGUMENTOS INSUFICIENTES PARA REFORMA DO JULGADO. NEGATIVA DE PROVIMENTO. EMBARGOS DE DECLARAÇÃO. ACOLHIMENTO PARCIAL PARA INCORPORAR FUNDAMENTAÇÃO NO ACÓRDÃO EMBARGADO.", "013.463/2017-9", "RELATÓRIO DE AUDITORIA (RA)", "3. Embargante: Serviço Federal de Processamento de Dados.", "", " não atuou.", " Secretaria de Recursos (Serur); Secretaria de Fiscalização de Tecnologia da Informação (Sefti).", " Rafael Effting Cabral (42686/OAB-DF) e outros, representando Serviço Federal de Processamento de Dados. ", "Embargos de declaração contra determinações constantes do acórdão que tratou de auditoria para avaliar a economicidade, eficiência, eficácia e legalidade dos serviços de tecnologia da informação prestados pela Dataprev e pelo Serpro.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=674424"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 6841/2019 ATA 26/2019 - PRIMEIRA CÂMARA", "30/07/2019", "BRUNO DANTAS", "", "032.526/2017-2", "REPRESENTAÇÃO (REPR)", " Amauri de Sousa Felix (251.941.004-34); Margareth de Fatima Formiga Melo Diniz (323.157.164-20); Sérgio Fernandes Alonso (095.876.128-09)", " Universidade Federal da Paraíba", " não atuou", " Secretaria de Controle Externo da Educação (SecexEduc).", " ", "", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=17343145"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 1731/2019 ATA 27/2019 - PLENÁRIO", "24/07/2019", "ANA ARRAES", "", "008.374/2019-8", "REPRESENTAÇÃO (REPR)", " TEL Centro de Contatos Ltda. (CNPJ 73.663.114/0001-95)", " Agência Nacional de Vigilância Sanitária.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas - Selog.", " Fabricio Oliveira Braga (OAB/DF 28.068), representando Agência Nacional de Vigilância Sanitária; Gisele Vieira da Silva Amorim (OAB/BA-39.716) e outros, representando TEL Centro de Contatos Ltda..", "", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=17323518"
"ACÓRDÃO", "ACÓRDÃO 1672/2019 ATA 26/2019 - PLENÁRIO", "17/07/2019", "AUGUSTO SHERMAN", "RELATÓRIO DE AUDITORIA. CONTRATOS DE CONSERVAÇÃO E LIMPEZA. DISPENSA DE LICITAÇÃO INDEVIDA. AUSÊNCIA DE PROJETO BÁSICO. SUPERFATURAMENTO. REJEIÇÃO DAS RAZÕES DE JUSTIFICATIVA. MULTA. ABATIMENTO DAS FATURAS DEVIDAS. CIÊNCIA.", "032.011/2015-6", "RELATÓRIO DE AUDITORIA (RA)", "3. Interessados/Responsáveis:<br>3.1. Interessado: Ondrepsb Limpeza e Serviços Especiais Ltda. (83.953.331/0001-73).<br>3.2. Responsáveis: Antonio Carlos Montezuma Brito (051.518.132-34); Jair Napoleão Filho (342.374.379-49); Universidade Federal de Santa Catarina (83.899.526/0001-82).", " Universidade Federal de Santa Catarina.", " não atuou.", " Secretaria de Controle Externo da Educação (SecexEduc).", " <br>8.1. Thamna Puel de Oliveira (35717/OAB/SC) e outros, representando Antonio Carlos Montezuma Brito. <br>8.2. Sandro Luiz Rodrigues Araújo (11.148/OAB/SC) e outros, representando Ondrepsb Limpeza e Serviços Especiais Ltda. ", "Auditoria com o objetivo de analisar contratações públicas na área de serviços de limpeza, conservação e asseio, celebradas mediante sucessivas dispensas de licitação.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=666135"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 1644/2019 ATA 26/2019 - PLENÁRIO", "17/07/2019", "AUGUSTO SHERMAN", "", "005.169/2019-4", "REPRESENTAÇÃO (REPR)", " Pontobit Soluções Tecnológicas Ltda. EPP (12.616.019/0001-46)", " Ministério da Defesa-Comando da Aeronáutica (vinculador)", " não atuou", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " Karina de Abreu Ruas e outros, representando Ministério da Defesa-comando da Aeronáutica (vinculador); Christiann Nogueira Genú Leão (102837/OAB-RJ), representando Pontobit Soluções Tecnológicas Ltda. - Epp. ", "", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=17197677"
"ACÓRDÃO", "ACÓRDÃO 1479/2019 ATA 23/2019 - PLENÁRIO", "26/06/2019", "VITAL DO RÊGO", "AUDITORIA REALIZADA NA EXTINTA SPU. LOCAÇÕES DE IMÓVEIS DE TERCEIROS PELA ADMINISTRAÇÃO PÚBLICA FEDERAL. OPORTUNIDADES DE MELHORIA. RECOMENDAÇÕES.", "041.024/2018-4", "RELATÓRIO DE AUDITORIA (RA)", "", " Secretaria do Patrimônio da União (atual Secretaria de Coordenação e Governança do Patrimônio da União/SCGPU).", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " não há. ", "Auditoria realizada nas locações de imóveis de terceiros pela Administração Pública Federal para avaliação da legalidade e economicidade das contratações.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=664262"
"ACÓRDÃO", "ACÓRDÃO 1464/2019 ATA 23/2019 - PLENÁRIO", "26/06/2019", "WALTON ALENCAR RODRIGUES", "RELATÓRIO DE AUDITORIA NO ÂMBITO DA FOC REALIZADA SOBRE A GOVERNANÇA E GESTÃO DAS AQUISIÇÕES DAS UNIVERSIDADES E INSTITUTOS FEDERAIS. IRREGULARIDADES E IMPROPRIEDADES IDENTIFICADAS NA ENTIDADE AUDITADA. DETERMINAÇÕES. RECOMENDAÇÕES. CIÊNCIA. PLANO DE AÇÃO. MULTA.", "019.523/2017-3", "RELATÓRIO DE AUDITORIA (RA)", "3. Interessados/Responsáveis:<br>3.1. Responsáveis: Angelo Roberto Antoniolli (973.238.618-53); Bárbara Rafaela Santos da Rocha (052.281.594-44); Fundação Universidade Federal de Sergipe (13.031.547/0001-04); Jose Airto Batista (103.349.125-04).", " Fundação Universidade Federal de Sergipe.", " não atuou.", " Secretaria de Controle Externo da Educação (SecexEduc).", " não há", "Auditoria realizada com o objetivo de verificar se as universidades e institutos federais possuem mecanismos que contribuam para a boa governança e a gestão das aquisições públicas.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=664310"
"ACÓRDÃO", "ACÓRDÃO 1425/2019 ATA 22/2019 - PLENÁRIO", "19/06/2019", "WALTON ALENCAR RODRIGUES", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO. CONTRATO DE TERCEIRIZAÇÃO DE SERVIÇOS DE LIMPEZA. PREVISÃO DE RETENÇÃO DO PIS E COFINS, COMO EMPRESA DE TRABALHO TEMPORÁRIO. OITIVA. POSSIBILIDADE DE MANUTENÇÃO DO CONTRATO, CASO A EMPRESA CONTRATADA ACEITE AJUSTAR OS VALORES DOS TRIBUTOS À LEGISLAÇÃO PERTINENTE.", "040.963/2018-7", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis:<br>3.1. Interessado: Soll - Serviços Obras e Locações Ltda. (00.323.090/0001-51).", " Universidade Federal Rural de Pernambuco.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", "  <br>8.1. Ubiratan Diniz de Aguiar (3625/OAB-CE) e Andrei Barbosa de Aguiar (19250/OAB-CE), representando Serval Serviços e Limpeza Ltda.; <br>8.2. Alexandre Dimitri Moreira de Medeiros (20305/OAB-PE), representando Soll - Serviços Obras e Locações Ltda.; ", "Representação acerca de possíveis irregularidades relacionadas ao pregão eletrônico que teve por objeto a contratação de serviços continuados de limpeza e conservação com dedicação exclusiva de mão de obra.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=665582"
"ACÓRDÃO DE RELAÇÃO", "ACÓRDÃO DE RELAÇÃO 3695/2019 ATA 18/2019 - SEGUNDA CÂMARA", "04/06/2019", "ANDRÉ DE CARVALHO", "", "008.507/2018-0", "REPRESENTAÇÃO (REPR)", " Cooperativa União de Serviços dos Taxistas Autônomos de São Paulo.", " Superintendência Regional Sudeste I do Instituto Nacional do Seguro Social.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " ", "", "https://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codArqCatalogado=16738762"
"ACÓRDÃO", "ACÓRDÃO 1097/2019 ATA 16/2019 - PLENÁRIO", "15/05/2019", "BRUNO DANTAS", "REPRESENTAÇÃO. AGÊNCIA NACIONAL DE TRANSPORTES TERRESTRES. SUPOSTAS IRREGULARIDADES EM PREGÃO ELETRÔNICO. SERVIÇOS DE APOIO ADMINISTRATIVO AO PROCESSAMENTO E COBRANÇA DE MULTAS. OITIVA PRÉVIA. INDEFERIMENTO DE CAUTELAR. CONTRATO EM EXECUÇÃO. PERICULUM IN MORA REVERSO. OITIVA DE MÉRITO. DESCLASSIFICAÇÃO INDEVIDA DE EMPRESA POR SE BENEFICIAR DE DESONERAÇÃO TRIBUTÁRIA E POR UTILIZAR CONVENÇÃO COLETIVA DE TRABALHO DIVERSA DA APONTADA NO EDITAL. FIXAÇÃO DE SALÁRIOS ACIMA DA CONVENÇÃO COLETIVA. NÃO PRORROGAÇÃO CONTRATUAL. DETERMINAÇÕES E CIÊNCIA.", "040.083/2018-7", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis: não há.", " Agência Nacional de Transportes Terrestres (ANTT).", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", "  <br>8.1. Rafael Beda Gualda (12.019/OAB-SC), representando Plansul Planejamento e Consultoria Eireli.  <br>8.2. Janine Santana Dourado (41.763/OAB-DF), representando RCS Tecnologia Ltda. ", "Representação relacionada a supostas irregularidades em pregão eletrônico que tem por objeto a contratação de empresa especializada na prestação de serviços de apoio administrativo ao processamento e cobrança de multas lavradas, na forma de autos físicos e/ou eletrônicos, oriundos da fiscalização realizada pelos agentes da Agência Nacional de Transportes Terrestres e órgãos conveniados.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=661344"
"ACÓRDÃO", "ACÓRDÃO 3746/2019 ATA 15/2019 - PRIMEIRA CÂMARA", "14/05/2019", "WEDER DE OLIVEIRA", "REPRESENTAÇÃO. CONHECIMENTO. IMPROCEDÊNCIA. CIÊNCIA. COMUNICAÇÕES. ARQUIVAMENTO.", "008.458/2019-7", "REPRESENTAÇÃO (REPR)", "3. Representante: Intelit Service Ltda. (24.054.324/0001-70).", " Fundação Universidade Federal do Vale do São Francisco.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " não há. ", "Representação reportando indícios de irregularidade em concorrência pública, que tinha como objeto a contratação de empresa para a prestação de serviços técnicos especializados, continuados com dedicação exclusiva de mão de obra e pessoal devidamente habilitado para o programa de conservação e fauna e flora – PCFF(PBA 23), programa de recuperação de áreas degradadas – PRAD (PBA 09), e ramal do agreste, programa de prevenção à desertificação (PBA 24) e para o programa ambiental de gestão sustentável e títulos e domínios das famílias reassentadas (PBAS 7 e 8) do projeto de integração do Rio São Francisco com bacias hidrográficas no nordeste setentrional – PISF.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=663591"
"ACÓRDÃO", "ACÓRDÃO 924/2019 ATA 13/2019 - PLENÁRIO", "24/04/2019", "ANA ARRAES", "REPRESENTAÇÃO. CONTRATAÇÃO DE SERVIÇOS DE PRODUÇÃO GRÁFICA PARA CADERNOS DE PROVA E INSTRUMENTOS DE APLICAÇÃO DE EXAME. OITIVAS E AUDIÊNCIAS. ACOLHIMENTO DE PARTE DAS RAZÕES DE JUSTIFICATIVA. PROCEDÊNCIA PARCIAL DA REPRESENTAÇÃO. DETERMINAÇÕES, RECOMENDAÇÃO E CIÊNCIA.", "017.549/2016-7", "REPRESENTAÇÃO (REPR)", "3. Representante/Interessados/Responsáveis:<br>3.1. Representante: Plural Indústria Gráfica Ltda. (CNPJ 03.858.331/0001-55).<br>3.2. Interessados: Advocacia-Geral da União (CNPJ 26.994.558/0001-23) e RR Donnelley Editora e Gráfica Ltda. (CNPJ 62.004.395/0001-58).<br>3.3. Responsáveis: Alexandre André dos Santos (CPF 895.338.799-04), Eunice de Oliveira Ferreira Santos (CPF 324.838.131-00) e Hélio Júnio Rocha Morais (CPF 704.189.001-59).", " Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira - Inep.", " procurador Sérgio Ricardo Costa Caribé.", " Secretaria de Controle Externo de Aquisições Logísticas - Selog.", " <br>8.1. Jorge Ulisses Jacoby Fernandes (OAB/DF 6.546), Gustavo Valadares (OAB/DF 18.669) e outros representando a empresa RR Donnelley Editora e Gráfica Ltda.; <br>8.2. Anna Dias Rodrigues (OAB/MG 131.159), Daniel Pereira de Franco (CPF 772.719.633-91) e outros representando Advocacia-Geral da União; <br>8.3. Ludmylla Scalia Lima (OAB/DF 37.743) e outros representando a Plural Indústria Gráfica Ltda.", "Representação sobre possíveis irregularidades em pregão eletrônico para contratar serviços de produção gráfica, em condições especiais de segurança e sigilo, dos cadernos de provas e instrumentos de aplicação destinados à realização do Exame Nacional do Ensino Médio - Enem/2016. Análise das razões de justificativa. ", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=639324"
"ACÓRDÃO", "ACÓRDÃO 914/2019 ATA 12/2019 - PLENÁRIO", "16/04/2019", "ANA ARRAES", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO. REGISTRO DE PREÇOS PARA AQUISIÇÃO DE INSULINA HUMANA. GENERALIDADE DO CRITÉRIO DE HABILITAÇÃO TÉCNICA. PREJUÍZO À TRANSPARÊNCIA DO CERTAME. INTERPRETAÇÃO RESTRITIVA. INABILITAÇÃO INDEVIDA. APARENTE SUFICIÊNCIA DOS ATESTADOS APRESENTADOS PELA REPRESENTANTE PARA FINS DE COMPROVAÇÃO DE SUA APTIDÃO TÉCNICA. RISCO DE LESÃO AO INTERESSE PÚBLICO EM CASO DE SUSPENSÃO DO ATO ILEGAL. PROCEDÊNCIA. DETERMINAÇÕES. MODULAÇÃO DOS EFEITOS DA DECISÃO PARA PERMITIR A AQUISIÇÃO, PELO PREÇO CONTRATADO, DO ESTOQUE MÍNIMO NECESSÁRIO AO ABASTECIMENTO DA REDE PÚBLICA ATÉ A REALIZAÇÃO DE NOVA LICITAÇÃO.", "003.359/2019-0", "REPRESENTAÇÃO (REPR)", "3. Representante: Nova Química Farmacêutica S.A. (CNPJ 72.593.791/0001-11).<br>3.1. Interessada: Eli Lilly do Brasil Ltda. (CNPJ 43.940.618/0001-44).", " Ministério da Saúde (vinculador).", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " Alan Kim Yokoyama (OAB/SP 247.376) e outros representando a Eli Lilly do Brasil Ltda.; Renata Manzatto Baldin Pinheiro Alves (OAB/SP 204.350) e outros representando a Nova Química Farmacêutica S.A.  ", "Representação acerca de ilegalidade em decisão administrativa que resultou em sua inabilitação em pregão eletrônico relativo a registro de preços para aquisição de insulina humana (NPH e regular).", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=660432"
